GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
LOC101750845-1	1	0	0.0223406	0.019251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750846-1	6	1	0.0194235	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750847-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750848-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750849-1	0	0	0.0082323	0.00946451	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750850-1	1	0	0.0214523	0.0174439	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750851-1	0	0	0	0	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750852-1	0	0	0.0963503	0.0389694	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750853-1	0	0	0.0135722	0.00259938	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750854-1	0	0	0.0443448	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750855-1	0	0			NA	0.0685862	NA	0.508482	NA	0.302308	NA	0.302167	NA	0.406849
LOC101750856-1	3994	3344	0	1.52904	0.429513	1.09827	0.408466	1.32645	0.432197	0.924773	0.413237	0.92113	0.378238	1.24752
LOC101750858-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750859-1	0	0	0.0245819	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101750860-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750862-1	3	0	0.389055	0.377919	NA	0.711114	0.001	0.312999	NA	0.595126	NA	0.584344	NA	0.432141
LOC101750863-1	1	0	0.706067	0.198915	0.512511	0.636995	0.544038	0.681158	0.535704	0.611345	0.522063	0.620007	0.530166	0.672288
LOC101750864-1	1	0	0.0513725	0.0168395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750865-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750866-1	0	0	0.0217961	0.00357892	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750867-1	16	11	0.0199616	0	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750868-1	10	8	0.00576383	0.00611729	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750869-1	0	0	0.0104835	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101750870-1	0	1	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750871-1	0	0	0.0527407	0.0567821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750872-1	0	0	0.0285358	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750873-1	0	0	0.11666	0.167537	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101750874-1	4	1	27.1912	32.1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750875-1	0	0	2.61404	1.22291	0.386164	0	0.163874	0.001	0.171373	-0	0.16636	-0	0.124252	0.001
LOC101750876-1	1	1	0.00442019	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750877-1	0	0	0.120668	0.0117386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750878-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750879-1	30	22			NA	NA	50	50	NA	NA	NA	NA	49.9982	48.8838
LOC101750880-1	0	0	0.195145	0.0497134	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750881-1	1	0	0	0.00245086	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750882-1	0	1			2.03064	0.687519	1.97392	0.650822	1.80611	0.569479	1.79064	0.481532	1.90982	0.583996
LOC101750883-1	0	0	0.00277442	0.00159491	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101750884-1	0	0	0.00179492	0.00137596	NA	0.0675348	NA	0.422449	NA	0.279926	NA	0.275059	NA	0.476376
LOC101750885-1	9	0	0.00360037	0.00206989	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
LOC101750886-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750887-1	6	1	0.00451897	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750888-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750889-1	23	33	0.100321	0.0854213	0.44752	1.38875	0.485574	1.65585	0.418373	1.45293	0.417579	1.44771	0.464879	1.58941
LOC101750890-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750891-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750892-1	0	0	0.0192334	0.0339199	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750893-1	0	0			NA	0.242621	0.001	0.542542	NA	0.371694	NA	0.367609	NA	0.487183
LOC101750894-1	0	0	0.760375	0.684739	0.23279	0.422437	0.230363	0.434361	0.211661	0.443601	0.210542	0.418522	0.226566	0.426429
LOC101750895-1	54	42	0	0	0.0761858	0.308406	0.173743	0.298629	0.113007	0.338441	0.112915	0.338337	0.16067	0.273258
LOC101750896-1	0	4	1.93409	0.756999	0.981228	0.803684	1.40342	0.880322	1.27892	0.798787	1.20291	0.835347	1.36197	0.842707
LOC101750897-1	11	12			NA	NA	50	NA	NA	NA	NA	NA	49.192	NA
LOC101750898-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750899-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750900-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750901-1	0	1	0	0	-nan	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001
LOC101750902-1	0	0	0.123484	0.094436	NA	-nan	NA	-nan	NA	-nan	-nan	-nan	NA	-nan
LOC101750903-1	3	0			0.179452	NA	1.05366	50	0.613393	NA	0.61183	NA	1.00229	50
LOC101750904-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750905-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750906-1	2	1	0.0130566	0.0149989	0.723894	0.253105	50	0.478865	NA	0.368673	NA	0.356071	50	0.44779
LOC101750907-1	1	17	0.00970748	0.0191244	NA	0.988976	0.001	1.44146	NA	1.24566	NA	1.24238	NA	1.31434
LOC101750908-1	0	4	1.24775	2.16127	0.492016	NA	0.496828	5.51936	0.445584	NA	0.407698	NA	0.601204	38.551
LOC101750909-1	0	1	0	0.00274556	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750910-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750911-1	0	0	0.0975223	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750912-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750913-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750915-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750916-1	2	3	0	2.03395	0.314383	NA	0.487493	50	0.420101	NA	0.419366	NA	0.476221	50
LOC101750917-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750918-1	1	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750919-1	52	18			1.40529	NA	1.49948	NA	1.31796	NA	1.31618	NA	1.40794	NA
LOC101750920-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750921-1	0	0	0.0103707	0.011906	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750922-1	0	0	2.76084	1.74667	NA	NA	50	50	NA	NA	NA	NA	45.0447	42.1839
LOC101750923-1	0	0	0	0.134239	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750924-1	108	130	0.0887821	0.0555241	1.68477	0.910077	1.89887	1.0069	1.82865	0.846525	1.73226	0.806863	1.66991	0.991419
LOC101750925-1	0	0	0.221359	0.181101	0.450956	NA	0.452834	50	0.463241	NA	0.480614	NA	0.441386	49.2983
LOC101750926-1	5	8	0.0611648	0.0437195	0.100223	0.593459	0.241511	1.3798	0.146998	0.85552	0.146436	0.849966	0.22858	1.50572
LOC101750927-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750928-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750929-1	22	4	0.0997003	0.0729768	0.791674	NA	0.863699	50	0.903815	NA	1.01635	NA	0.89575	50
LOC101750930-1	2	3	0.00599029	0.00884389	NA	NA	50	NA	NA	NA	NA	NA	49.6977	NA
LOC101750931-1	2	0	1.99054	1.42062	0.497632	0.447609	0.50151	0.486749	0.53187	0.498292	0.448163	0.48444	0.542122	0.439992
LOC101750932-1	0	0	0	0	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750933-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750934-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750935-1	0	0	0.0155645	0.0197431	NA	NA	0.029228	0.029228	NA	NA	NA	NA	NA	NA
LOC101750936-1	2	0	3.903	2.93677	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750937-1	0	0	0.0199666	0.0381863	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750938-1	0	0	0.337611	0.165968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750939-1	2	2	2.75983	2.43124	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101750940-1	0	0	0.0358882	0.0153679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750941-1	1	0	0	0.0779005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750942-1	0	0	0		-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750943-1	133	95			1.20407	2.82833	1.63018	3.12621	1.46244	3.0364	1.46692	2.92593	1.62671	3.11266
LOC101750944-1	161	80			0.353322	0.530936	0.724453	1.08917	0.499002	0.750743	0.498587	0.750732	0.716709	1.09207
LOC101750945-1	0	0	0.0470444	0.133669	NA	0.399374	50	0.393052	NA	0.337953	NA	0.334259	50	0.356974
LOC101750946-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750947-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750948-1	2	1	0.00276757	0.00289378	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101750949-1	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750950-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750951-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750952-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750953-1	0	0	0.00524632	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750954-1	0	0	0.00354213	0.00127578	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750955-1	0	0			NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750956-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750957-1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750958-1	83	135	0.171466	0.315331	NA	NA	50	0.001	NA	NA	NA	NA	46.3873	NA
LOC101750959-1	0	0	0.026761	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750960-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750961-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750962-1	19	20	0.0325406	0.0290883	NA	0.368005	50	1.63789	NA	1.04175	NA	1.03645	49.037	1.64012
LOC101750963-1	1	0	0.00253584	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750964-1	0	0	0.00229339	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750965-1	56	48			0.338785	0.169025	0.450511	0.193866	0.41138	0.198343	0.410106	0.198662	0.443145	0.193876
LOC101750966-1	0	0	0.177321	0.0762473	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001	-nan
LOC101750967-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750968-1	0	1	0	0	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101750969-1	1	0			NA	0	0.001	0.001	NA	-0	NA	-0	NA	0.001
LOC101750970-1	0	0	0.0133891	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750972-1	31	32	0.0575888	0.0292824	0.450523	0.140906	0.434989	0.13071	0.341779	0.115981	0.336612	0.115136	0.412918	0.117541
LOC101750973-1	0	0	0.00966007	0.0039381	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101750974-1	0	0	0.00625354	0.00513604	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
LOC101750975-1	0	0	0.00254593	0.00449212	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750976-1	1	0	2.46434	3.59186	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
LOC101750977-1	55	4	1.16136	0.376476	NA	0.79482	50	0.871708	NA	0.786372	NA	0.78496	50	0.736963
LOC101750978-1	0	0	0.00983546	0	-nan	NA	-nan	0.0150345	-nan	NA	-nan	NA	-nan	NA
LOC101750980-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750981-1	0	0	0.000576409	0.000950815	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750982-1	3	0	0.0167165	0.0104831	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750983-1	1	1	0	0	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
LOC101750985-1	1023	1132	0.498694	0.614165	0.346406	1.77917	1.182	1.74947	0.798307	1.66794	0.797529	1.34863	1.19472	2.10618
LOC101750987-1	0	0	0.00276291		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101750988-1	13	10	14.0501	14.1053	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA
LOC101750989-1	0	0	0.0252325	0.145011	0.245849	0.780137	0.558167	0.827549	0.378448	0.728007	0.375506	0.726762	0.515517	0.681482
LOC101750990-1	0	0	0.0144521	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750991-1	0	0	0.00200818	0	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
LOC101750992-1	0	2		5.16692	1.25908	1.04215	1.71788	1.20319	1.45096	1.13186	1.35902	1.1296	1.70645	1.16039
LOC101750993-1	0	0	0.00613158	0	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101750994-1	0	0	0.0150014	0.00539024	0.457611	NA	0.590095	50	0.729253	NA	0.72299	NA	0.571764	49.9913
LOC101750995-1	12	10	0	0	1.32617	NA	1.49792	50	1.15308	NA	1.15392	NA	1.5031	50
LOC101750996-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750997-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101750998-1	0	0	0.000934302	0.000537178	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101750999-1	0	0	1.27933	1.04865	0.632234	NA	0.818731	50	0.754085	NA	0.752313	NA	0.803274	44.8089
LOC101751000-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751001-1	3	7		0.0665453	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751002-1	0	0			NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751003-1	1	0	0.00365381	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751004-1	1	3			0.11824	0	0.122119	0.001	0.0981844	-0	0.0983608	-0	0.105923	0.001
LOC101751005-1	1	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751006-1	2	0	0.010537	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101751007-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751008-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751009-1	0	0	0.0265356	0	0.787102	-nan	0.727771	-nan	0.63986	-nan	0.642608	-nan	0.649205	-nan
LOC101751010-1	14	2	0.0134635	0.00688044	1.25018	0.44766	1.35671	1.09244	1.20099	0.679337	1.20161	0.672009	1.1993	1.07773
LOC101751012-1	0	2	0	0.0022664	-nan	NA	-nan	0.001	-nan	NA	-nan	NA	-nan	NA
LOC101751013-1	0	0	0.0521567	0.0743359	NA	1.53487	50	2.08902	NA	1.97401	NA	2.37964	50	2.12032
LOC101751015-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751016-1	0	0	0.696921	0.209183	NA	NA	50	50	NA	NA	NA	NA	46.2608	50
LOC101751017-1	0	0	0.862854	0.306477	0.372985	NA	0.481536	50	0.636348	NA	0.604911	NA	0.491317	50
LOC101751018-1	1	4	0	0.0640419	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101751019-1	0	0	0.00305792	0.001172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751020-1	0	0	0.231153	0.081098	0.806159	0.128139	0.821675	0.234656	0.770359	0.189415	0.758307	0.188564	0.770694	0.227239
LOC101751021-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751022-1	17	17	0.25892	0.180507	0.161367	0.167689	0.17123	0.209729	0.154982	0.178634	0.152034	0.175906	0.172297	0.228425
LOC101751023-1	55	13	43.3657	41.4073	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101751024-1	0	0	0.218068	0.0480709	NA	0.934269	50	1.04789	NA	1.01422	NA	0.949878	50	1.05729
LOC101751025-1	60	17	0.116917	0.185816	0.662207	0.378963	0.682803	0.389706	0.701777	0.3649	0.71365	0.359412	0.640492	0.356505
LOC101751026-1	0	0	0.00206067	0	NA	NA	50	NA	NA	NA	NA	NA	50	NA
LOC101751027-1	2	0			0.188109	1.15464	0.179988	1.54087	0.168964	1.01568	0.168901	1.01543	0.159541	1.46117
LOC101751028-1	4	1	0.0486057	0.00507963	1.11508	0	1.29062	0.001	1.38405	-0	1.29111	-0	1.30246	0.001
LOC101751029-1	2	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751030-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751031-1	0	1	0.0934726	0.214286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751032-1	0	0	0.146179	0.0731369	0.668469	0	1.64433	0.001	1.05195	-0	1.04977	-0	1.63065	0.001
LOC101751033-1	0	0	0.00173927	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751034-1	1	4	0	0.0880395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751035-1	12	3	0.701031	0.641581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751038-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751039-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751040-1	0	0	0.00955641	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751041-1	0	0	0.0030903	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751042-1	0	0	0	0.00588717	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751043-1	0	1	0.00798832	0.00917447	-nan	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001
LOC101751044-1	2	0	0.00267777	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751045-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751046-1	0	1	0	0.00971129	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101751047-1	2	0	0.0796463	0.042231	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
LOC101751048-1	4	5	0.00440577	0.00506294	-nan	0	-nan	0.001	-nan	-0	-nan	-0	-nan	0.001
LOC101751049-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751050-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751051-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751052-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751053-1	2	1			0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
LOC101751054-1	0	1	0	0	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA
LOC101751055-1	2	0	1.77257	2.57964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751056-1	0	0			0.18667	0.811515	0.177794	1.00837	0.168011	0.931426	0.167208	1.13089	0.161523	1.00037
LOC101751057-1	0	1	0	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101751058-1	19	13			1.38815	NA	1.42887	NA	1.34357	NA	1.18148	NA	1.25037	NA
LOC101751059-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751060-1	1	0	1.27503	1.3807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751061-1	0	0	7.45044	5.10215	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101751062-1	0	0	0.00212163	0.004878	0.345958	NA	0.414859	NA	0.442333	NA	0.426782	NA	0.379523	NA
LOC101751063-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751065-1	0	0	0.00217958	0.00250605	0.191803	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
LOC101751066-1	0	0	0.0124524	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751067-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751068-1	1	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751069-1	4	1			0.141853	1.95498	0.263034	1.96296	0.21297	1.94703	0.21214	1.68653	0.232527	1.74244
LOC101751070-1	0	0	0	0.023589	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751071-1	4	0	0.00705379	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751072-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751073-1	0	0	0	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751074-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751075-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751076-1	14	7			NA	0.269081	50	0.511461	NA	0.401575	NA	0.40043	50	0.489442
LOC101751078-1	0	0	20.4535	16.4839	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
LOC101751079-1	4	8	20.4465	25.6859	NA	NA	NA	50	NA	NA	NA	NA	NA	50
LOC101751080-1	158	122	0	0.14609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751081-1	0	0	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101751082-1	0	0	0	0.0138958	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101751083-1	5	1	0	0	0.755922	NA	0.553461	50	0.65802	NA	0.655511	NA	0.552163	50
LOC101751084-1	2	0	0.15259	0.286623	0.380342	0.645969	0.431046	0.614542	0.476923	0.666188	0.510905	0.613057	0.43271	0.610436
LOC101751085-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751086-1	0	0	0.0204833	0.0122881	0.120342	0	0.374898	0.001	0.242882	-0	0.240667	-0	0.36065	0.001
LOC101751087-1	1	1	0.0302065	0.0577999	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
LOC101751088-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751089-1	0	0	0.00638781	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
LOC101751090-1	0	0	0.0176448	0.0121713	NA	NA	50	50	NA	NA	NA	NA	50	50
LOC101751091-1	0	0			2.24072	1.09166	3.05844	1.28459	2.73956	1.27069	2.80081	1.3148	3.01831	1.28218
LOC101751092-1	2124	1588			1.33042	0.075302	1.441	0.188029	1.35594	0.112179	1.36212	0.112108	1.49276	0.188619
LOC101751093-1	0	0	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
LOC101751094-1	6	2	0.0690725	0.0396275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC101751095-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
LOC101751096-1	354	205	0.357933	0.223887	NA	NA	0.001	50	NA	NA	NA	NA	NA	47.8862
LOC101751097-1	0	0	0.00202412	0.000931028	0.198319	NA	0.346442	NA	0.245176	NA	0.221037	NA	0.308565	NA
